,Ind_Id,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_Status,Housing_Type,Years_Of_Birth,Employed_Years,Type_Occupation,Family_Members,Label
453,5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.66,-5.76,Drivers,3,0
454,5010185,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.02,-18.04,Laborers,2,0
455,5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29.56,-0.43,Managers,2,0
456,5113006,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,53.65,-6.02,Laborers,3,0
457,5026368,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.48,-14.96,Not_Known,3,0
458,5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,42.27,-4.35,Core staff,1,0
459,5113440,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.01,-6.87,Cooking staff,1,0
460,5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,40.5,-9.31,Core staff,2,0
461,5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,42.8,-10.39,Sales staff,4,0
462,5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.34,-8.85,High skill tech staff,2,0
463,5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40.44,-6.75,Managers,2,0
464,5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,27.79,-4.61,Sales staff,2,0
465,5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.2,-9.13,Private service staff,2,0
466,5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,57.15,-8.52,Laborers,2,0
467,5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,37.14,-8.13,Managers,2,0
468,5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,37.58,-10.12,High skill tech staff,2,0
469,5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41.17,-6.18,Sales staff,1,0
470,5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.25,-7.47,Not_Known,3,0
471,5023092,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,46.21,-11.4,Laborers,1,0
472,5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,38.42,-11.73,Laborers,2,0
473,5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.1,-16.14,Laborers,1,0
474,5132569,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40.92,-3.7,Sales staff,3,0
475,5021490,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.27,-1.67,Sales staff,1,0
476,5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,58.04,-6.52,Accountants,1,0
477,5022025,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.27,-4.42,Not_Known,1,0
478,5116613,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32.35,-9.68,Not_Known,2,0
479,5010303,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.43,-17.04,Not_Known,2,0
480,5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,42.41,-7.87,Private service staff,3,0
481,5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,42.93,-4.53,Cooking staff,3,0
482,5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,39.56,-6.67,Managers,2,0
483,5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,45.92,-12.42,Sales staff,1,0
484,5022118,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,53.93,-3.1,Laborers,2,0
485,5022954,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.12,-1.43,Not_Known,2,0
486,5047667,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23.86,-1.43,Not_Known,2,0
487,5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.67,-6.22,Medicine staff,2,0
488,5009586,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,39.38,-2.19,Sales staff,1,0
489,5097170,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,26.22,-7.18,Drivers,2,0
490,5022015,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.27,-4.42,Not_Known,1,0
491,5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,24.58,-0.4,Core staff,3,0
492,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.2,-11.07,Managers,2,0
493,5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,52.94,-1.82,Laborers,2,0
494,5046086,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,57.62,-6.3,Not_Known,2,0
495,5135946,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,41.7,-8.64,Laborers,1,0
496,5149592,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,33.67,-4.96,Core staff,2,0
497,5009845,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,43.56,-0.36,Security staff,2,0
498,5117716,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,45.68,-13.85,Drivers,2,0
499,5096169,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.7,-2.18,High skill tech staff,2,0
500,5139823,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.83,-20.11,Laborers,2,0
501,5067542,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.03,-7.47,Not_Known,2,0
502,5090871,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,38.83,-3.1,Medicine staff,4,0
503,5033729,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.93,-14.89,Laborers,2,0
504,5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,34.73,-6.49,High skill tech staff,2,0
505,5116319,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,38.94,-5.18,Laborers,4,0
506,5146318,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,40.44,-3.6,Not_Known,1,0
507,5042082,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,53.41,-4.6,Accountants,2,0
508,5091416,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44.39,-8.05,Managers,2,0
509,5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,31.58,-4.43,Managers,3,0
510,5145965,F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,42.29,-9.52,Sales staff,4,0
511,5126543,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.05,-9.46,Laborers,2,0
512,5033881,M,Y,N,1,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,29.53,-10.33,Laborers,3,0
513,5068378,F,N,Y,1,126000.0,Working,Higher education,Married,House / apartment,34.69,-3.72,Sales staff,3,0
514,5029194,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,52.86,-8.19,Laborers,2,0
515,5010025,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.94,-6.36,Laborers,2,0
516,5091016,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.13,-11.69,Cooking staff,3,0
517,5149744,F,N,Y,1,105750.0,Working,Secondary / secondary special,Married,With parents,34.94,-3.8,Cleaning staff,3,0
518,5089760,M,Y,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,22.44,-2.43,Not_Known,1,0
519,5053642,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,55.76,-4.99,Managers,2,0
520,5089934,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.52,-13.6,Laborers,2,0
521,5125127,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.1,-5.12,Managers,1,0
522,5113163,F,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,34.46,-10.18,Not_Known,3,0
523,5116883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,48.71,-3.68,Laborers,2,0
524,5090126,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.82,-4.27,Laborers,1,0
525,5036648,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31.04,-10.3,High skill tech staff,2,0
526,5090335,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,35.88,-10.18,Medicine staff,2,0
527,5114342,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,26.88,-8.2,Not_Known,2,0
528,5115633,M,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,62.47,-0.28,Drivers,2,0
529,5126311,M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,21.11,-0.79,Core staff,2,0
530,5135779,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.33,-5.88,Accountants,2,0
531,5054697,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,45.35,-18.93,Laborers,2,0
532,5116343,M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,32.04,-10.76,Laborers,3,0
533,5022800,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,32.87,-4.1,Managers,1,0
534,5054348,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,33.83,-1.16,Sales staff,1,0
535,5099980,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,41.26,-2.93,Low-skill Laborers,1,0
536,5087829,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,28.62,-6.36,Not_Known,2,0
537,5051050,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,61.39,-5.96,Laborers,2,0
538,5148872,F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,42.11,-9.13,Core staff,2,0
539,5088101,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,46.5,-1.03,Not_Known,1,0
540,5023587,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,39.35,-17.4,Laborers,1,0
541,5028547,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,34.77,-2.89,Laborers,2,0
542,5149402,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,37.5,-3.21,Sales staff,3,0
543,5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.38,-12.78,Laborers,2,0
544,5105555,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.25,-12.42,Laborers,2,0
545,5136976,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,34.73,-15.31,Medicine staff,2,0
546,5113472,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.6,-0.95,High skill tech staff,2,0
547,5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,54.3,-4.01,Laborers,1,0
548,5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,51.32,-0.43,Cooking staff,2,0
549,5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,45.55,-1.54,Not_Known,4,0
550,5009908,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.38,-10.03,Drivers,2,0
551,5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,27.67,-1.38,Laborers,2,0
552,5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.13,-4.9,Sales staff,2,0
553,5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,49.62,-18.53,Managers,2,0
554,5114061,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.13,-10.96,Not_Known,3,0
555,5100373,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.2,-10.85,Core staff,4,0
556,5112765,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30.21,-5.66,Not_Known,3,0
557,5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,31.96,-6.1,Core staff,2,0
558,5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,35.02,-3.3,Core staff,2,0
559,5010078,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,34.3,-3.11,Cleaning staff,4,0
560,5085861,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,49.86,-14.22,Cleaning staff,2,0
561,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.36,-10.19,Managers,2,0
562,5149433,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,53.65,-7.21,Not_Known,1,0
563,5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.07,-0.43,Core staff,1,0
564,5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,33.78,-8.96,Core staff,3,0
565,5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,38.55,-6.85,Core staff,3,0
566,5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,52.62,-11.85,Sales staff,2,0
567,5139892,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,50.64,-16.53,Medicine staff,2,0
568,5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.49,-0.47,Cleaning staff,3,0
569,5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,24.07,-0.76,Medicine staff,2,0
570,5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,41.59,-8.39,Not_Known,2,0
571,5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.13,-7.27,Not_Known,4,0
572,5117219,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.43,-5.35,Core staff,2,0
573,5009821,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,40.78,-14.95,Cooking staff,2,0
574,5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.16,-5.47,Laborers,2,0
575,5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,40.81,-9.41,Not_Known,2,0
576,5142988,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,28.95,-4.12,Core staff,3,0
577,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,38.59,-7.39,Drivers,2,0
578,5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,24.8,-0.62,Laborers,1,0
579,5113510,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47.06,-0.36,Laborers,2,0
580,5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,30.9,-6.8,Not_Known,3,0
581,5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,31.93,-7.72,Laborers,2,0
582,5023838,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.25,-2.95,Core staff,2,0
583,5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,46.87,-6.24,Core staff,2,0
584,5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,32.87,-4.1,Managers,1,0
585,5104953,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,59.41,-6.64,Drivers,2,0
586,5100098,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,29.73,-2.26,Not_Known,2,0
587,5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,41.69,-8.13,Low-skill Laborers,3,0
588,5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27.05,-5.72,Not_Known,1,0
589,5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,27.47,-2.93,Not_Known,2,0
590,5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.32,-1.92,High skill tech staff,2,0
591,5143353,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.98,-3.79,Sales staff,2,0
592,5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,40.06,-3.18,Core staff,4,0
593,5021584,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,35.76,-5.35,Cooking staff,3,0
594,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,-13.19,Cleaning staff,2,0
595,5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,29.33,-3.71,Managers,2,0
596,5024263,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58.29,-3.09,Accountants,2,0
597,5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,-1.28,Not_Known,2,0
598,5021879,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.88,-0.59,Laborers,4,0
599,5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,47.55,-8.97,Secretaries,2,0
600,5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,30.85,-1.54,Accountants,3,0
601,5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,59.96,-4.18,Core staff,1,0
602,5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.08,-5.73,Core staff,4,0
603,5143457,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,32.64,-4.79,High skill tech staff,2,0
604,5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,35.13,-2.55,Laborers,3,0
605,5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,43.91,-15.45,Managers,4,0
606,5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,29.96,-0.46,Managers,4,0
607,5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.19,-3.09,Cleaning staff,2,0
608,5114544,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,29.57,-11.04,Laborers,2,0
609,5078841,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55.61,-8.99,Medicine staff,2,0
610,5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,48.26,-0.93,Accountants,1,0
611,5143453,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,32.64,-4.79,High skill tech staff,2,0
612,5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,58.57,-1.58,Not_Known,2,0
613,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,27.65,-2.67,Not_Known,3,0
614,5149106,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.21,-9.88,Security staff,4,0
615,5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.32,-5.64,Sales staff,1,0
616,5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.8,-5.46,High skill tech staff,3,0
617,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.25,-4.28,Security staff,4,0
618,5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.09,-12.39,Managers,2,0
619,5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,35.26,-0.93,Managers,2,0
620,5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22.88,-2.96,Core staff,2,0
621,5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.07,-18.12,Not_Known,1,0
622,5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,42.65,-4.49,Core staff,2,0
623,5146447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.44,-2.52,Managers,1,0
624,5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.62,-9.29,Realty agents,3,0
625,5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,48.38,-8.93,Laborers,2,0
626,5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,38.73,-10.76,Managers,3,0
627,5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,35.67,-13.92,Managers,2,0
628,5025791,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.7,-9.95,Core staff,2,0
629,5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.68,-9.84,Not_Known,1,0
630,5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,33.73,-3.28,Core staff,4,0
631,5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,42.45,-11.79,Sales staff,1,0
632,5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,30.7,-6.89,Core staff,3,0
633,5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,41.54,-19.56,Core staff,1,0
634,5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.5,-0.26,Not_Known,4,0
635,5023949,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,40.99,-14.18,Laborers,3,0
636,5089737,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.08,-18.52,Cleaning staff,2,0
637,5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,52.79,-6.45,Managers,2,0
638,5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,41.76,-7.97,Managers,3,0
639,5143596,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31.89,-9.13,Waiters/barmen staff,2,0
640,5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,47.51,-9.85,Managers,2,0
641,5113343,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.4,-12.62,Laborers,4,0
642,5142920,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,34.12,-11.04,Sales staff,3,0
643,5114294,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,52.86,-14.37,Not_Known,1,0
644,5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.14,-8.37,Medicine staff,1,0
645,5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.38,-7.96,Laborers,2,0
646,5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.87,-5.25,Laborers,3,0
647,5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,45.8,-3.47,High skill tech staff,1,0
648,5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.5,-3.44,Cooking staff,2,0
649,5148535,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,28.69,-4.72,Not_Known,3,0
650,5105436,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.34,-6.35,Not_Known,4,0
651,5105412,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.96,-4.16,Not_Known,4,0
652,5142584,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,24.68,-2.37,Laborers,2,0
653,5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,38.52,-20.18,Cooking staff,2,0
654,5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,22.75,-3.02,Laborers,1,0
655,5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,28.21,-6.11,Managers,2,0
656,5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,34.58,-3.64,Managers,4,0
657,5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.86,-0.97,Not_Known,2,0
658,5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.25,-5.3,Not_Known,2,0
659,5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,41.94,-14.19,Core staff,2,0
660,5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.25,-6.37,Laborers,3,0
661,5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.06,-2.68,Core staff,3,0
662,5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.16,-3.35,Laborers,3,0
663,5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.58,-19.31,Accountants,2,0
664,5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.24,-4.6,Not_Known,2,0
665,5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,26.34,-6.21,Managers,3,0
666,5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.72,-0.2,High skill tech staff,4,0
667,5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,39.3,-9.43,Laborers,2,0
668,5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,40.52,-7.29,Core staff,3,0
669,5114630,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,54.08,-0.78,Sales staff,2,0
670,5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,60.79,-1.43,Not_Known,2,0
671,5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,60.79,-1.43,Not_Known,2,0
672,5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.39,-2.68,Managers,2,0
673,5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.14,-2.18,Sales staff,4,0
674,5009941,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.34,-6.44,Sales staff,4,0
675,5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,37.84,-3.05,Laborers,2,0
676,5137175,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55.18,-10.3,Sales staff,2,0
677,5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,42.62,-3.64,Drivers,3,0
678,5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.44,-9.1,Not_Known,3,0
